No,Destination Name,Address,Subdistrict,Regency,Latitude,Longitude,Category 1,Category 2 ,Category 3,Rating,Google Reviews (Count),Source,Child Entry,Adults Entry,Normal Hotel Price
318,Taman Harum Cottages,"Jl. Raya Mas, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5497784,115.2727014,Stays,Premium Hotel,Countryside Villa,4.4,189,https://maps.google.com/?cid=16065715552693688250,,,"Rp1,759,500"
319,Mutiara Bali Boutique Resort Villas and Spa,"Jalan Braban No.77 Seminyak, Jl. Braban, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.6822953,115.1590096,Stays,Premium Hotel,Boutique Villa,4.5,460,https://maps.google.com/?cid=12596561633618217503,,,"Rp1,811,350"
320,OYO 1200 Kencana Residence,"Jl. Danau Tamblingan IV No.5, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7899647,115.18651,Stays,Budget Hotel,City Hotel,4.3,104,https://maps.google.com/?cid=7830597195614958848,,,"Rp257,643"
321,The Hill Ungasan Bukit Jimbaran,"Jl. Raya Uluwatu, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8126885,115.1578457,Stays,Standard Hotel,City Hotel,3.9,231,https://maps.google.com/?cid=11970896954869359406,,,"Rp630,000"
322,Karang Lila Bhuana Ubud,"G7F9+RC9, Jl. Suweta, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.4755007,115.2685592,Stays,Standard Hotel,Countryside Villa,4.6,46,https://maps.google.com/?cid=13211594877272549521,,,"Rp682,521"
323,The Alantara Sanur,"Jl. Tirta Ening No.12, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Denpasar Selatan,Denpasar,-8.7024469,115.2560959,Stays,Standard Hotel,City Hotel,4.6,850,https://maps.google.com/?cid=11295930074577623350,,,"Rp1,362,060"
324,Destiny Boutique Hotel,"Jl. Drupadi No.10, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6897435,115.1620177,Stays,Standard Hotel,City Hotel,4,390,https://maps.google.com/?cid=13409485346232851270,,,"Rp1,449,459"
325,Kuwarasan A Pramana Experience,"Jalan Cinta, Tegallalang, Kec. Tegallalang, Kabupaten Gianyar, Bali 80561, Indonesia",Tegallalang,Gianyar,-8.4634266,115.271981,Stays,Premium Hotel,Countryside Resort,4.8,803,https://maps.google.com/?cid=2251665496797643921,,,"Rp2,439,000"
326,OYO 2184 Nan Berlian Inn,"Near Kuta Beach, Legian, Kec. Kuta, Kabupaten Badung, Bali, Indonesia",Kuta,Badung,-8.714154,115.1720106,Stays,Budget Hotel,City Hotel,2.8,63,https://maps.google.com/?cid=12045428602927915304,,,"Rp228,042"
327,Tanadewa Resort & Spa Ubud,"Jl. Padang Getas, Singakerta, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5441172,115.2504635,Stays,Premium Hotel,Countryside Resort,4.8,918,https://maps.google.com/?cid=17982210020052815479,,,"Rp3,972,152"
328,Dinara Ubud,"Jl. Sri Wedari No.58, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.4847732,115.2670046,Stays,Premium Hotel,Countryside Villa,4.9,274,https://maps.google.com/?cid=17426731782870662888,,,"Rp2,923,044"
329,Samuh Ocean Sunset Hotel by WizZeLa,"Banjar Anyar, Dusun Sebunibus 80771, Sakti, Nusa Penida, Klungkung, Bali, Indonesia",Banjar,Klungkung,-8.6848705,115.4820719,Stays,Standard Hotel,Beachside Hotel,3.8,32,https://maps.google.com/?cid=3325718448034669906,,,"Rp1,099,687"
330,Omatha Village,"Jl. Kembang Matahari I No.110b, Sumerta, Kec. Denpasar Tim., Kota Denpasar, Bali 80236, Indonesia",Nusa Penida,Klungkung,-8.6513094,115.2391008,Stays,Standard Hotel,Villa,4.4,214,https://maps.google.com/?cid=14864011264630734459,,,"Rp612,000"
331,The Awan Villas,"Jl. Batu Belig No.168, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.6729969,115.1530503,Stays,Premium Hotel,Villa,4.4,172,https://maps.google.com/?cid=3705050212968977650,,,"Rp4,652,458"
332,Alam Kulkul Boutique Resort,"Jl. Pantai Kuta, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7107976,115.1672455,Stays,Premium Hotel,Boutique Villa,4.4,933,https://maps.google.com/?cid=13854234124350920633,,,"Rp1,783,710"
333,"Abian Srama Hotel, Massage And Spa","Jl. Bypass Ngurah Rai No.23, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.6848888,115.2593765,Stays,Budget Hotel,City Hotel,3.5,621,https://maps.google.com/?cid=8484693093052758770,,,"Rp173,333"
334,Astagina Resort Villa and Spa,"Astagina Resort Villa and Spa Bali, Gg. Bulan No.8, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.697961,115.1663204,Stays,Premium Hotel,Villa,4.4,1361,https://maps.google.com/?cid=7069567761319392302,,,"Rp3,402,936"
335,Pondok Anyar Hotel,"Jl. Kubu Anyar Gg. kingkong I No.1, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7313757,115.1707302,Stays,Standard Hotel,City Hotel,4.1,439,https://maps.google.com/?cid=9737921043337852447,,,"Rp517,500"
336,"FuramaXclusive Resort & Villas, Ubud","Jl. Raya Mambal Banjar Bindu, Mambal, Mekar Bhuwana, Kec. Abiansemal, Kabupaten Badung, Bali 80571, Indonesia",Ubud,Gianyar,-8.5433959,115.2313933,Stays,Standard Hotel,Countryside Villa,4.5,1169,https://maps.google.com/?cid=7103709964791072505,,,"Rp1,350,000"
337,Nata Ubud,"Jl. Suweta, Banjar Bentuyung, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.4841554,115.2653995,Stays,Standard Hotel,Countryside Villa,4.6,99,https://maps.google.com/?cid=9914087379522729703,,,"Rp1,440,000"
338,The Bandha Hotel & Suites,"Jl. Padma Utara Jl. Raya Legian, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7020194,115.1655976,Stays,High End Hotel,City Hotel,4.6,905,https://maps.google.com/?cid=1391164046207488074,,,"Rp5,687,147"
339,Hotel Terrace at Kuta,"Jl. Benesari No.2, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.712399,115.172231,Stays,Standard Hotel,City Hotel,4.3,834,https://maps.google.com/?cid=9756327234239300950,,,"Rp757,052"
340,Dedary Resort Ubud,"Banjar Pinjul No.8, Kenderan, Kec. Tegallalang, Kabupaten Gianyar, Bali 80571, Indonesia",Tegallalang,Gianyar,-8.4580507,115.2853009,Stays,Premium Hotel,Countryside Resort,4.8,695,https://maps.google.com/?cid=5281155773453145187,,,"Rp2,400,000"
341,Adelia Residence,"86W2+PC4, Gg. IV, Pemecutan, Kec. Denpasar Bar., Kota Denpasar, Bali 80111, Indonesia",Denpasar Barat,Denpasar,-8.6532432,115.2010898,Stays,Budget Hotel,City Hotel,2.8,78,https://maps.google.com/?cid=3048579864476069289,,,"Rp121,021"
342,La Berceuse Resort and Villa Nusa Dua by Taritiya Collection,"Jl. Desa Sawangan Jl. Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8182969,115.2142087,Stays,Premium Hotel,Villa,4.6,396,https://maps.google.com/?cid=14175581608340756001,,,"Rp2,153,844"
343,Kutus Kutus Mas Ubud Villa,"Banjar Kumbuh, Jl. Cempaka, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.535896,115.2664384,Stays,Standard Hotel,Countryside Villa,4.7,90,https://maps.google.com/?cid=15474648168671309544,,,"Rp1,098,000"
344,Aniniraka Resort And Spa,"Jl. Raya Tjampuhan, Sanggingan, Ubud, Sayan, Kec. Gianyar, Kabupaten Gianyar, Bali 80571, Indonesia",Gianyar,Gianyar,-8.4982642,115.2530118,Stays,Standard Hotel,Countryside Resort,4.2,266,https://maps.google.com/?cid=14083564077618361001,,,"Rp835,248"
345,Vico Hotel,"Jl. Pratama Gg. Bidadari No.81, Nusa dua, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7746288,115.2216152,Stays,Budget Hotel,Villa,3.7,178,https://maps.google.com/?cid=16644721161126413982,,,"Rp178,860"
346,Segara Sadhu Inn Kuta,"Jl. Poppies II Gg I No.3, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.717959,115.1704557,Stays,Budget Hotel,Villa,3.5,193,https://maps.google.com/?cid=15128197225037058471,,,"Rp270,000"
347,SenS Hotel and Spa,"Jl. Sukma Kesuma No.1, Banjar Tebesaya, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5096596,115.2688806,Stays,Premium Hotel,City Hotel,4.4,931,https://maps.google.com/?cid=2579282934551478891,,,"Rp1,913,151"
348,Atta Mesari Ubud,"Jl. Suweta, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.4920601,115.2655167,Stays,Premium Hotel,Countryside Villa,4.6,428,https://maps.google.com/?cid=9015920287140369980,,,"Rp3,285,799"
349,Anja Jimbaran,"Jl. Yoga Perkanthi No.2, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7723075,115.1699793,Stays,Premium Hotel,City Hotel,4.5,412,https://maps.google.com/?cid=847192335598231166,,,"Rp1,850,980"
350,The Pari Sudha,"Jl. Raya Petulu No.Br, Petulu, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.491333,115.2731825,Stays,Premium Hotel,Countryside Hotel,4.3,161,https://maps.google.com/?cid=2955730952749319968,,,"Rp1,554,798"
351,Natya Tanah Lot,"Jl. Kawasan Wisata Tanah Lot, Beraban, Kediri, Beraban, Kediri, Beraban, Kec. Kediri, Kabupaten Tabanan, Bali 82171, Indonesia",Kediri,Tabanan,-8.6186856,115.0882668,Stays,Premium Hotel,City Hotel,4.6,551,https://maps.google.com/?cid=6715371307069250783,,,"Rp1,826,532"
352,Tira Vilagna Suites & Spa,"Jalan Shanti, Padang Mun, Kec. Kintamani, Kabupaten Bangli, Bali 80652, Indonesia",Kintamani,Bangli,-8.2600874,115.3337451,Stays,High End Hotel,Countryside Villa,4.7,305,https://maps.google.com/?cid=2890353846294546550,,,"Rp7,830,000"
353,The Niche Bali,"Jl. Raya Legian No.190, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7161977,115.1743127,Stays,Budget Hotel,City Hotel,4.2,211,https://maps.google.com/?cid=10035227692498810574,,,"Rp440,000"
354,Samana Residence Denpasar,"Jalan Ciung Wanara II No. 29, Sumerta Kelod, Renon, Denpasar Selatan, Denpasar City, Bali 80226, Indonesia",Denpasar Selatan,Denpasar,-8.6747157,115.2367475,Stays,Budget Hotel,City Hotel,4.3,150,https://maps.google.com/?cid=6688258183978398715,,,"Rp390,000"
355,The Akasha Boutique Hotel,"Seminyak, Jl. Batu Belig No.999AB, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.672983,115.146849,Stays,Premium Hotel,Boutique Villa,4.6,195,https://maps.google.com/?cid=235783146308786592,,,"Rp3,291,861"
356,Fourteen Roses Boutique Hotel Kuta,"Jl. Raya Legian No.153, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7138287,115.1732258,Stays,Standard Hotel,City Hotel,4.2,586,https://maps.google.com/?cid=7420356068533580198,,,"Rp810,000"
357,The Tiing Tejakula Villas,"Br. Tegal Sumaga, Les, Kec. Tejakula, Kabupaten Buleleng, Bali 81173, Indonesia",Tejakula,Buleleng,-8.1292773,115.361859,Stays,Premium Hotel,Beachside Resort,4.7,242,https://maps.google.com/?cid=4661777728655738856,,,"Rp1,951,200"
358,Sunrise Hotel Sanur,"Jl. Bypass Ngurah Rai No.115, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Denpasar Selatan,Denpasar,-8.683831,115.2592457,Stays,Budget Hotel,City Hotel,4,216,https://maps.google.com/?cid=4689374612433843685,,,"Rp378,000"
359,M BOX SEMINYAK,"Jl. Raya Seminyak No.19, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6945122,115.1681054,Stays,Budget Hotel,City Hotel,4.1,233,https://maps.google.com/?cid=11869065423073539205,,,"Rp133,333"
360,OYO 1670 Likko Inn,"Jl. Suli No.11, Dangin Puri Kangin, Kec. Denpasar Utara, Kota Denpasar, Bali 80234, Indonesia",Denpasar Utara,Denpasar,-8.6480181,115.2229098,Stays,Budget Hotel,City Hotel,4,345,https://maps.google.com/?cid=7578673514354553280,,,"Rp282,831"
361,Avani Seminyak Bali Resort,"Jl. Drupadi No.28, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.688091,115.1640917,Stays,Premium Hotel,Boutique Villa,4.7,398,https://maps.google.com/?cid=6347501860222467123,,,"Rp2,747,959"
362,Yulia Beach Inn Kuta,"Jalan Pantai Kuta, Banjar Pande Mas No.43, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7227621,115.1719023,Stays,Standard Hotel,Villa,4.2,342,https://maps.google.com/?cid=437646541904829947,,,"Rp994,500"
363,Chillin Kuta Homestay,"Jl. Polonia I No.25X, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7416082,115.1687299,Stays,Budget Hotel,City Hotel,3.6,159,https://maps.google.com/?cid=1801227647900414636,,,"Rp215,552"
364,Villa Puri Ayu,"Jl. Cemara No.4D, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali, Indonesia",Denpasar Selatan,Denpasar,-8.7082634,115.2571516,Stays,Standard Hotel,Villa,4.3,134,https://maps.google.com/?cid=10060118253657277542,,,"Rp983,367"
365,The Nani,"Jl. Sri Wedari, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80572, Indonesia",Ubud,Gianyar,-8.4771817,115.2686311,Stays,Premium Hotel,Countryside Hotel,4.6,167,https://maps.google.com/?cid=16957540987964919708,,,"Rp1,668,000"
366,Nirmala Hotel Jimbaran,"Jl. Uluwatu II No.10, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7817772,115.1742643,Stays,Standard Hotel,City Hotel,3.8,754,https://maps.google.com/?cid=2808268456472575362,,,"Rp554,400"
367,Zest Legian by Swiss-Belhotel International,"Jl. Werkudara No.525, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.700064,115.165934,Stays,Standard Hotel,City Hotel,4.5,884,https://maps.google.com/?cid=13517197530669743325,,,"Rp606,667"
368,Airis Luxury Villas & Spa,"549V+WCM, Jl. Raya Uluwatu No.Km. 23, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8304897,115.144085,Stays,Premium Hotel,Villa,4.2,172,https://maps.google.com/?cid=16516317407447295923,,,"Rp2,600,000"
369,Alindra Villa,"Jl. Bypass Ngurah Rai Jl. Aneka Warga No.12, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Kuta Selatan,Badung,-8.7867063,115.1917442,Stays,Premium Hotel,Villa,4.5,927,https://maps.google.com/?cid=8753469034068116204,,,"Rp2,610,000"
370,Hotel Sentral Bali,"Jl. A. Yani No.48, Kaliuntu, Kec. Buleleng, Kabupaten Buleleng, Bali 81114, Indonesia",Buleleng,Buleleng,-8.1105277,115.0875303,Stays,Budget Hotel,City Hotel,3.7,601,https://maps.google.com/?cid=10190072072616580398,,,"Rp196,267"
371,La Cabane Bali,"Badung, Jl. Pantai Balangan No.54, Jimbaran, Kec. Kuta Sel., Balangan, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7913349,115.1297054,Stays,Premium Hotel,Boutique Villa,4.6,261,https://maps.google.com/?cid=6277133784027388826,,,"Rp3,510,000"
372,Adi Dharma Hotel Kuta,"Jalan Benesari, Kuta, Badung, Bali 80361, Indonesia",Kuta,Badung,-8.713956,115.170571,Stays,Standard Hotel,Villa,4.3,829,https://maps.google.com/?cid=4988638246269552750,,,"Rp1,020,000"
373,MATHIS Retreat,"Jl. Raya Lungsiakan No.62, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.4861012,115.2488814,Stays,Premium Hotel,Countryside Hotel,4.7,306,https://maps.google.com/?cid=544036571387948640,,,"Rp2,842,609"
374,Cicada Luxury Townhouses,"Jl. Pura Telaga Waja, Petitenget Seminyak, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80363, Indonesia", Kuta Utara,Badung,-8.6811374,115.1544713,Stays,Premium Hotel,Villa,4.8,220,https://maps.google.com/?cid=7368096737589536630,,,"Rp4,207,536"
375,Amadea Resort & Villas Seminyak Bali,"Jalan Kayu Aya, Seminyak, Kuta, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 81360, Indonesia",Kuta,Badung,-8.6842379,115.1610498,Stays,High End Hotel,Villa,4.6,1067,https://maps.google.com/?cid=983240606304456521,,,"Rp5,272,307"
376,Adikara Renon,"Jl. Ciungwanara II No.6, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali 80234, Indonesia",Denpasar Timur,Denpasar,-8.674557,115.234076,Stays,Budget Hotel,City Hotel,4.4,35,https://maps.google.com/?cid=12509474587643103296,,,"Rp371,565"
377,Kedin's Inn,"75HC+VGR, Jl. Poppies I, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7203214,115.1713525,Stays,Budget Hotel,City Hotel,4.1,287,https://maps.google.com/?cid=1812172212610212843,,,"Rp330,000"
378,The Bali Dream Villa Seminyak,"Jl. Bidadari No.108X, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6834314,115.1722101,Stays,Premium Hotel,Villa,4,96,https://maps.google.com/?cid=8994002149925047422,,,"Rp3,793,724"
379,Home 21 Bali,"Jl. Mukti Sari No.11, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.6983362,115.2538376,Stays,Standard Hotel,City Hotel,4.4,97,https://maps.google.com/?cid=10457678784754182862,,,"Rp1,091,426"
380,The Salila Beach Resort Seminyak Bali,"Jl. Batu Belig Gg. Pelangi No.9, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.6730621,115.1486797,Stays,Premium Hotel,Beachside Resort,4.6,310,https://maps.google.com/?cid=1663512701477068988,,,"Rp3,150,000"
381,Ramayana Candidasa,"Jl. Raya Sengkidu, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali 80801, Indonesia",Manggis,Karangasem,-8.5053124,115.5572841,Stays,Premium Hotel,Beachside Hotel,4.4,848,https://maps.google.com/?cid=3693760808103947778,,,"Rp3,893,750"
382,Ossotel Legian,"Jl. Padma Utara, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7015241,115.1660686,Stays,Premium Hotel,City Hotel,4.5,500,https://maps.google.com/?cid=9339219651207204390,,,"Rp2,045,188"
383,Easton Kuta,"Gg. Nusa Indah No.3, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7394007,115.1675512,Stays,Standard Hotel,City Hotel,3.3,102,https://maps.google.com/?cid=13618004382964259086,,,"Rp583,334"
384,Kak Garden Inn,"Jl. Kubu Anyar Gg. Harley Davidson No.14, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.735018,115.1703885,Stays,Budget Hotel,City Hotel,4.3,114,https://maps.google.com/?cid=785983282856254351,,,"Rp340,000"
385,Visual Inn,"Kampung Toyapakeh, Nusa Penida, Klungkung, Bali 80771, Indonesia",Nusa Penida,Klungkung,-8.6831724,115.4888273,Stays,Budget Hotel,Villa,4.3,126,https://maps.google.com/?cid=15158952251910569139,,,"Rp220,313"
386,The Kanjeng Hotel Kuta,"Jl. Dewi Sartika No.3, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7393458,115.1680513,Stays,Budget Hotel,City Hotel,3.7,74,https://maps.google.com/?cid=14967004555951943863,,,"Rp269,304"
387,Restu Bali Hotel,"Jl. Raya Legian No.113, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7143791,115.1738742,Stays,Budget Hotel,City Hotel,4.1,522,https://maps.google.com/?cid=14949818461671874361,,,"Rp141,067"
388,The Alley City Hotel,"Jl. By Pass Ngurah Rai, Pertokoan Raya, No. 20-21, Sanur Sel., Sanur Kaja, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Denpasar Selatan,Denpasar,-8.6738602,115.2588847,Stays,Budget Hotel,City Hotel,4.1,162,https://maps.google.com/?cid=8392200515568275962,,,"Rp320,000"
389,The Bale Villas Nusa Dua,"Jl. Raya Nusa Dua Selatan, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Nusa Dua,Badung,-8.8140445,115.2225656,Stays,High End Hotel,Boutique Villa,4.6,374,https://maps.google.com/?cid=10392240651017617302,,,"Rp8,419,500"
390,Wide Sands Beach Retreat,"Jalan Bahari, Pantai Yeh Sumbul Desa Yeh Sumbul, Medewi, Kec. Mendoyo, Kabupaten Jembrana, Bali 82261, Indonesia",Mendoyo,Jembrana,-8.4102156,114.7926808,Stays,Standard Hotel,Beachside Hotel,4.7,250,https://maps.google.com/?cid=17956730295627479743,,,"Rp1,340,000"
391,Avisara Villa And Guesthouse,"Jl. GM Taman No.239, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.796263,115.20358,Stays,Standard Hotel,Villa,4.5,185,https://maps.google.com/?cid=8709632413500586602,,,"Rp965,988"
392,Awatara Boutique Resort,"Kedewatan, Ubud, Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.4795375,115.2475533,Stays,Standard Hotel,Countryside Hotel,4,93,https://maps.google.com/?cid=4885736391041741268,,,"Rp985,765"
393,Sebrang Hill Bungalow,"Jalan Raya Adegan, Ped, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia",Nusa Penida,Klungkung,-8.6928905,115.5066433,Stays,Budget Hotel,Villa,4.9,384,https://maps.google.com/?cid=17829882213865538343,,,"Rp300,000"
394,OYO 91204 Napura Homestay,"1, Dauh Puri Kauh, Denpasar Barat, Denpasar, Dauh Puri Kauh, Kec. Denpasar Bar., Bali, 80111, Indonesia",Denpasar Barat,Denpasar,-8.6786298,115.2026844,Stays,Budget Hotel,City Hotel,1.9,15,https://maps.google.com/?cid=7689074452371367051,,,"Rp216,310"
395,Hidden Hills Villas,"Jl. Labuansait Jl. Puncak Sekapa II, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.820433,115.119271,Stays,Luxury Hotel,Beachside Hotel,4.7,226,https://maps.google.com/?cid=8235429914496412318,,,"Rp11,052,903"
396,The Carik Bisma Ubud,"Jl. Bisma, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.5170968,115.2578084,Stays,Standard Hotel,Countryside Hotel,4.2,101,https://maps.google.com/?cid=4658874063527840550,,,"Rp810,000"
397,Rama Residence Padma,"Jl. Padma, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7062502,115.1683527,Stays,Premium Hotel,City Hotel,4.6,434,https://maps.google.com/?cid=5545257216633804145,,,"Rp3,057,933"
398,Batukaru Garden 5 Bali Sevilla Residence,"Jl. Ken Umang No.7, Ubung Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80115, Indonesia",Denpasar Utara,Denpasar,-8.6123705,115.1471756,Stays,Budget Hotel,City Hotel,3.9,137,https://maps.google.com/?cid=4941777349269856827,,,"Rp253,200"
399,Grandmas Plus Hotel Airport,"Jl. Bypass Ngurah Rai No.99, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.741978,115.181386,Stays,Premium Hotel,City Hotel,4.6,2972,https://maps.google.com/?cid=16685870838165396723,,,"Rp3,555,555"
